bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand
9,9190,3,0,0,3,26,18,2020-05-22 09:15:00
9,9261,5,1,1,3,29,51,2020-05-22 09:15:00
9,9262,2,1,1,2,15,16,2020-05-22 09:15:00
9,9263,1,2,1,1,15,28,2020-05-22 09:15:00
9,9271,2,8,1,2,8,27,2020-05-22 09:15:00
9,9272,2,0,0,2,9,13,2020-05-22 09:15:00
9,9273,3,0,0,3,25,7,2020-05-22 09:15:00
9,9274,1,2,0,1,5,5,2020-05-22 09:15:00
9,9275,1,1,1,1,6,12,2020-05-22 09:15:00
9,9276,2,1,1,2,13,12,2020-05-22 09:15:00
9,9277,1,4,2,1,24,11,2020-05-22 09:15:00
9,9278,2,1,0,2,20,4,2020-05-22 09:15:00
9,9279,2,4,1,2,5,14,2020-05-22 09:15:00
9,9361,1,3,1,1,14,12,2020-05-22 09:15:00
9,9362,4,29,23,4,96,196,2020-05-22 09:15:00
9,9363,1,7,3,1,22,63,2020-05-22 09:15:00
9,9371,1,2,1,1,6,8,2020-05-22 09:15:00
9,9372,1,0,0,1,5,12,2020-05-22 09:15:00
9,9373,1,1,1,1,17,18,2020-05-22 09:15:00
9,9375,2,4,4,2,5,9,2020-05-22 09:15:00
9,9376,4,1,1,4,28,21,2020-05-22 09:15:00
9,9461,4,1,0,1,29,31,2020-05-22 09:15:00
9,9462,5,0,0,2,24,43,2020-05-22 09:15:00
9,9464,1,0,0,1,15,27,2020-05-22 09:15:00
9,9471,1,0,0,1,7,2,2020-05-22 09:15:00
9,9472,1,0,0,1,7,2,2020-05-22 09:15:00
9,9474,2,0,0,2,7,18,2020-05-22 09:15:00
9,9475,2,1,1,2,10,11,2020-05-22 09:15:00
9,9476,1,1,1,1,5,10,2020-05-22 09:15:00
9,9477,1,0,0,1,10,28,2020-05-22 09:15:00
9,9478,2,2,2,2,8,21,2020-05-22 09:15:00
9,9479,2,0,0,2,16,4,2020-05-22 09:15:00
9,9561,2,2,2,2,16,16,2020-05-22 09:15:00
9,9562,2,0,0,2,7,19,2020-05-22 09:15:00
9,9563,2,1,0,2,30,23,2020-05-22 09:15:00
9,9564,8,6,6,6,100,140,2020-05-22 09:15:00
9,9565,1,0,0,1,2,5,2020-05-22 09:15:00
9,9571,2,1,1,2,13,11,2020-05-22 09:15:00
9,9572,1,1,0,1,3,3,2020-05-22 09:15:00
9,9574,3,0,0,3,9,14,2020-05-22 09:15:00
9,9575,3,1,0,2,21,50,2020-05-22 09:15:00
9,9576,1,0,0,1,5,6,2020-05-22 09:15:00
9,9577,2,1,1,2,5,11,2020-05-22 09:15:00
9,9661,1,7,5,1,17,45,2020-05-22 09:15:00
9,9662,2,1,1,2,8,43,2020-05-22 09:15:00
9,9663,3,7,7,3,62,98,2020-05-22 09:15:00
9,9671,1,1,0,1,0,9,2020-05-22 09:15:00
9,9672,4,0,0,4,15,41,2020-05-22 09:15:00
9,9673,1,1,0,1,132,128,2020-05-22 09:15:00
9,9674,2,0,0,2,10,6,2020-05-22 09:15:00
9,9675,1,0,0,1,4,8,2020-05-22 09:15:00
9,9676,1,0,0,1,5,9,2020-05-22 09:15:00
9,9678,2,0,0,2,4,4,2020-05-22 09:15:00
9,9679,1,0,0,1,2,10,2020-05-22 09:15:00
9,9761,3,1,0,2,43,104,2020-05-22 09:15:00
9,9762,1,0,0,1,10,21,2020-05-22 09:15:00
9,9763,1,1,1,1,2,29,2020-05-22 09:15:00
9,9764,1,0,0,1,8,23,2020-05-22 09:15:00
9,9771,2,3,2,2,8,18,2020-05-22 09:15:00
9,9772,2,0,0,2,6,7,2020-05-22 09:15:00
9,9773,2,0,0,2,6,18,2020-05-22 09:15:00
9,9774,4,0,0,4,20,51,2020-05-22 09:15:00
9,9775,2,5,0,2,6,14,2020-05-22 09:15:00
9,9776,2,0,0,2,9,5,2020-05-22 09:15:00
9,9777,2,0,0,2,7,13,2020-05-22 09:15:00
9,9778,2,0,0,2,6,14,2020-05-22 09:15:00
9,9779,3,0,0,3,18,15,2020-05-22 09:15:00
9,9780,1,1,1,1,30,6,2020-05-22 09:15:00
10,10041,7,4,1,7,95,130,2020-05-22 09:15:00
10,10042,2,1,1,2,16,9,2020-05-22 09:15:00
10,10043,3,0,0,3,26,23,2020-05-22 09:15:00
10,10044,4,1,1,3,28,43,2020-05-22 09:15:00
10,10045,2,9,2,2,104,170,2020-05-22 09:15:00
10,10046,1,0,0,1,4,12,2020-05-22 09:15:00
11,11000,61,61,55,42,446,1083,2020-05-22 09:15:00
12,12051,3,0,0,3,11,45,2020-05-22 09:15:00
12,12052,2,0,0,2,62,52,2020-05-22 09:15:00
12,12053,1,0,0,1,16,25,2020-05-22 09:15:00
12,12054,4,3,2,4,33,34,2020-05-22 09:15:00
12,12060,2,7,2,2,43,69,2020-05-22 09:15:00
12,12061,5,0,0,5,23,48,2020-05-22 09:15:00
12,12062,3,0,0,3,16,24,2020-05-22 09:15:00
12,12063,3,0,0,2,16,11,2020-05-22 09:15:00
12,12064,3,2,1,3,21,18,2020-05-22 09:15:00
12,12065,5,0,0,5,36,23,2020-05-22 09:15:00
12,12066,1,3,1,1,16,24,2020-05-22 09:15:00
12,12067,4,2,2,4,84,68,2020-05-22 09:15:00
12,12068,3,1,0,3,26,20,2020-05-22 09:15:00
12,12069,3,0,0,3,36,65,2020-05-22 09:15:00
12,12070,2,1,0,2,17,8,2020-05-22 09:15:00
12,12071,3,0,0,3,10,13,2020-05-22 09:15:00
12,12072,2,0,0,2,9,13,2020-05-22 09:15:00
12,12073,4,0,0,4,20,25,2020-05-22 09:15:00
13,13003,2,1,1,2,39,80,2020-05-22 09:15:00
13,13004,1,0,0,1,9,45,2020-05-22 09:15:00
13,13071,5,2,0,5,33,57,2020-05-22 09:15:00
13,13072,6,0,0,4,39,29,2020-05-22 09:15:00
13,13073,4,0,0,4,29,42,2020-05-22 09:15:00
13,13074,2,0,0,2,16,33,2020-05-22 09:15:00
13,13075,7,1,1,7,75,155,2020-05-22 09:15:00
13,13076,7,1,0,7,35,121,2020-05-22 09:15:00
14,14511,3,1,0,3,26,146,2020-05-22 09:15:00
14,14521,6,3,2,6,41,51,2020-05-22 09:15:00
14,14522,5,0,0,5,37,34,2020-05-22 09:15:00
14,14523,4,0,0,4,40,52,2020-05-22 09:15:00
14,14524,6,5,3,5,39,82,2020-05-22 09:15:00
14,14612,12,5,2,6,78,210,2020-05-22 09:15:00
14,14625,6,3,1,5,32,45,2020-05-22 09:15:00
14,14626,6,0,0,6,25,41,2020-05-22 09:15:00
14,14627,5,1,0,5,49,47,2020-05-22 09:15:00
14,14628,6,29,7,6,55,71,2020-05-22 09:15:00
14,14713,9,3,2,7,178,253,2020-05-22 09:15:00
14,14729,3,0,0,3,19,34,2020-05-22 09:15:00
14,14730,8,0,0,8,44,37,2020-05-22 09:15:00
15,15001,1,0,0,1,3,3,2020-05-22 09:15:00
15,15002,6,6,3,5,78,222,2020-05-22 09:15:00
15,15003,7,1,1,5,35,192,2020-05-22 09:15:00
15,15081,2,0,0,2,7,13,2020-05-22 09:15:00
15,15082,3,0,0,3,37,36,2020-05-22 09:15:00
15,15083,2,1,0,2,20,18,2020-05-22 09:15:00
15,15084,3,0,0,3,29,28,2020-05-22 09:15:00
15,15085,4,0,0,4,29,27,2020-05-22 09:15:00
15,15086,2,2,2,2,15,17,2020-05-22 09:15:00
15,15087,3,2,0,3,27,10,2020-05-22 09:15:00
15,15088,2,1,0,2,6,17,2020-05-22 09:15:00
15,15089,4,0,0,4,27,47,2020-05-22 09:15:00
15,15090,2,0,0,2,27,21,2020-05-22 09:15:00
15,15091,2,0,0,2,33,30,2020-05-22 09:15:00
16,16051,2,2,0,2,31,65,2020-05-22 09:15:00
16,16052,1,2,1,1,7,39,2020-05-22 09:15:00
16,16053,1,4,1,1,27,88,2020-05-22 09:15:00
16,16054,1,2,0,1,20,14,2020-05-22 09:15:00
16,16055,1,0,0,1,11,9,2020-05-22 09:15:00
16,16056,1,0,0,1,21,25,2020-05-22 09:15:00
16,16061,3,0,0,3,15,15,2020-05-22 09:15:00
16,16062,3,5,3,3,48,33,2020-05-22 09:15:00
16,16063,3,0,0,3,21,66,2020-05-22 09:15:00
16,16064,3,2,2,3,47,26,2020-05-22 09:15:00
16,16065,1,0,0,1,6,6,2020-05-22 09:15:00
16,16066,2,3,0,2,18,31,2020-05-22 09:15:00
16,16067,2,5,1,2,19,22,2020-05-22 09:15:00
16,16068,1,0,0,1,7,7,2020-05-22 09:15:00
16,16069,1,0,0,1,4,4,2020-05-22 09:15:00
16,16070,2,0,0,2,8,8,2020-05-22 09:15:00
16,16071,3,4,3,3,56,70,2020-05-22 09:15:00
16,16072,1,0,0,1,5,3,2020-05-22 09:15:00
16,16073,1,0,0,1,6,16,2020-05-22 09:15:00
16,16074,1,1,0,1,12,4,2020-05-22 09:15:00
16,16075,1,0,0,1,0,0,2020-05-22 09:15:00
16,16076,1,3,2,1,12,5,2020-05-22 09:15:00
16,16077,2,0,0,1,27,23,2020-05-22 09:15:00
1,1001,2,1,1,2,51,33,2020-05-23 09:15:00
1,1002,4,1,0,3,108,124,2020-05-23 09:15:00
1,1003,2,1,1,2,134,109,2020-05-23 09:15:00
1,1004,1,0,0,1,23,17,2020-05-23 09:15:00
1,1051,1,3,2,1,56,32,2020-05-23 09:15:00
1,1053,2,0,0,2,9,15,2020-05-23 09:15:00
1,1054,3,0,0,3,18,26,2020-05-23 09:15:00
1,1055,3,1,0,3,29,30,2020-05-23 09:15:00
1,1056,2,0,0,2,9,24,2020-05-23 09:15:00
1,1057,1,0,0,1,7,5,2020-05-23 09:15:00
1,1058,3,0,0,3,16,34,2020-05-23 09:15:00
1,1059,1,3,1,1,8,16,2020-05-23 09:15:00
1,1060,4,0,0,4,62,68,2020-05-23 09:15:00
1,1061,1,0,0,1,14,26,2020-05-23 09:15:00
1,1062,3,1,1,3,31,30,2020-05-23 09:15:00
2,2000,26,27,22,23,396,570,2020-05-23 09:15:00
3,3101,5,1,0,5,68,88,2020-05-23 09:15:00
3,3102,2,0,0,2,12,14,2020-05-23 09:15:00
3,3103,1,1,0,1,25,23,2020-05-23 09:15:00
3,3151,2,0,0,2,20,8,2020-05-23 09:15:00
3,3153,3,1,0,3,57,38,2020-05-23 09:15:00
3,3154,1,0,0,1,20,17,2020-05-23 09:15:00
3,3155,2,0,0,2,9,14,2020-05-23 09:15:00
3,3157,1,0,0,1,12,10,2020-05-23 09:15:00
3,3158,1,1,1,1,7,9,2020-05-23 09:15:00
3,3159,8,7,3,7,90,126,2020-05-23 09:15:00
3,3241,16,17,10,16,148,350,2020-05-23 09:15:00
3,3251,3,2,0,3,9,3,2020-05-23 09:15:00
3,3252,4,2,2,4,6,67,2020-05-23 09:15:00
3,3254,5,2,2,4,39,54,2020-05-23 09:15:00
3,3255,1,0,0,1,4,10,2020-05-23 09:15:00
3,3256,1,0,0,1,17,17,2020-05-23 09:15:00
3,3257,1,0,0,1,5,18,2020-05-23 09:15:00
3,3351,3,0,0,1,11,30,2020-05-23 09:15:00
3,3352,2,0,0,2,8,10,2020-05-23 09:15:00
3,3353,3,0,0,3,18,44,2020-05-23 09:15:00
3,3354,1,0,0,1,20,5,2020-05-23 09:15:00
3,3355,2,0,0,2,12,26,2020-05-23 09:15:00
3,3356,2,0,0,2,2,12,2020-05-23 09:15:00
3,3357,3,0,0,2,14,20,2020-05-23 09:15:00
3,3358,3,0,0,3,15,20,2020-05-23 09:15:00
3,3359,3,0,0,2,12,25,2020-05-23 09:15:00
3,3360,2,0,0,2,40,39,2020-05-23 09:15:00
3,3361,2,1,0,2,7,10,2020-05-23 09:15:00
3,3401,1,2,2,1,11,16,2020-05-23 09:15:00
3,3402,1,2,2,1,12,9,2020-05-23 09:15:00
3,3403,4,6,6,3,95,91,2020-05-23 09:15:00
3,3404,4,5,1,4,103,47,2020-05-23 09:15:00
3,3405,1,1,1,1,12,22,2020-05-23 09:15:00
3,3451,3,0,0,2,16,24,2020-05-23 09:15:00
3,3452,3,0,0,3,18,24,2020-05-23 09:15:00
3,3453,3,3,1,3,15,33,2020-05-23 09:15:00
3,3454,7,3,2,7,39,63,2020-05-23 09:15:00
3,3455,2,1,0,2,15,22,2020-05-23 09:15:00
3,3456,1,0,0,1,9,21,2020-05-23 09:15:00
3,3457,3,0,0,2,12,29,2020-05-23 09:15:00
3,3458,1,0,0,1,11,4,2020-05-23 09:15:00
3,3459,8,0,0,7,83,51,2020-05-23 09:15:00
3,3460,3,0,0,3,35,21,2020-05-23 09:15:00
3,3461,2,0,0,2,7,9,2020-05-23 09:15:00
3,3462,1,0,0,1,5,7,2020-05-23 09:15:00
4,4011,10,6,3,9,89,103,2020-05-23 09:15:00
4,4012,2,2,2,2,4,17,2020-05-23 09:15:00
5,5111,12,4,2,11,79,234,2020-05-23 09:15:00
5,5112,13,9,7,9,100,165,2020-05-23 09:15:00
5,5113,15,13,10,14,95,266,2020-05-23 09:15:00
5,5114,6,6,4,4,12,76,2020-05-23 09:15:00
5,5116,5,3,2,4,34,82,2020-05-23 09:15:00
5,5117,2,3,2,2,18,32,2020-05-23 09:15:00
5,5119,6,1,0,4,38,44,2020-05-23 09:15:00
5,5120,1,0,0,1,16,20,2020-05-23 09:15:00
5,5122,3,6,6,3,39,54,2020-05-23 09:15:00
5,5124,5,3,3,5,83,110,2020-05-23 09:15:00
5,5154,5,2,1,5,22,45,2020-05-23 09:15:00
5,5158,6,0,0,6,53,35,2020-05-23 09:15:00
5,5162,7,3,2,6,34,88,2020-05-23 09:15:00
5,5166,4,1,1,4,30,31,2020-05-23 09:15:00
5,5170,9,8,2,8,79,85,2020-05-23 09:15:00
5,5314,15,14,7,11,69,202,2020-05-23 09:15:00
5,5315,27,8,6,18,99,347,2020-05-23 09:15:00
5,5316,4,0,0,2,39,49,2020-05-23 09:15:00
5,5334,10,24,22,7,83,241,2020-05-23 09:15:00
5,5358,6,0,0,5,31,44,2020-05-23 09:15:00
5,5362,7,2,0,7,28,61,2020-05-23 09:15:00
5,5366,3,3,1,3,6,47,2020-05-23 09:15:00
5,5370,3,4,2,3,5,30,2020-05-23 09:15:00
5,5374,7,0,0,7,47,48,2020-05-23 09:15:00
5,5378,4,0,0,4,26,28,2020-05-23 09:15:00
5,5382,6,1,0,6,18,72,2020-05-23 09:15:00
5,5512,2,2,1,2,44,22,2020-05-23 09:15:00
5,5513,6,1,0,4,58,75,2020-05-23 09:15:00
5,5515,7,4,4,7,44,223,2020-05-23 09:15:00
5,5554,5,2,1,5,38,44,2020-05-23 09:15:00
5,5558,3,1,0,3,19,15,2020-05-23 09:15:00
5,5562,14,1,0,14,105,180,2020-05-23 09:15:00
5,5566,5,5,5,5,34,57,2020-05-23 09:15:00
5,5570,5,0,0,5,30,32,2020-05-23 09:15:00
5,5711,4,2,2,4,36,111,2020-05-23 09:15:00
5,5754,3,0,0,3,23,31,2020-05-23 09:15:00
5,5758,4,2,2,3,25,47,2020-05-23 09:15:00
5,5762,5,1,1,5,17,27,2020-05-23 09:15:00
5,5766,2,1,1,2,24,54,2020-05-23 09:15:00
5,5770,6,4,3,6,48,104,2020-05-23 09:15:00
5,5774,5,2,2,4,55,66,2020-05-23 09:15:00
5,5911,8,1,0,6,100,155,2020-05-23 09:15:00
5,5913,9,0,0,9,55,252,2020-05-23 09:15:00
5,5914,5,0,0,5,35,53,2020-05-23 09:15:00
5,5915,6,1,1,5,39,54,2020-05-23 09:15:00
5,5916,4,4,4,4,21,48,2020-05-23 09:15:00
5,5954,7,1,0,6,55,79,2020-05-23 09:15:00
5,5958,9,2,1,9,64,63,2020-05-23 09:15:00
5,5962,7,4,2,7,36,52,2020-05-23 09:15:00
5,5966,3,2,2,3,16,23,2020-05-23 09:15:00
5,5970,6,1,1,6,48,88,2020-05-23 09:15:00
5,5974,8,0,0,7,26,70,2020-05-23 09:15:00
5,5978,7,0,0,7,52,67,2020-05-23 09:15:00
6,6411,6,4,2,4,29,46,2020-05-23 09:15:00
6,6412,15,18,8,12,81,227,2020-05-23 09:15:00
6,6413,2,3,3,2,58,56,2020-05-23 09:15:00
6,6414,5,6,5,4,59,75,2020-05-23 09:15:00
6,6431,5,1,0,5,18,27,2020-05-23 09:15:00
6,6432,2,9,4,2,4,23,2020-05-23 09:15:00
6,6433,2,2,1,2,12,21,2020-05-23 09:15:00
6,6434,3,0,0,3,9,22,2020-05-23 09:15:00
6,6435,4,4,4,4,27,65,2020-05-23 09:15:00
6,6436,2,2,2,2,14,19,2020-05-23 09:15:00
6,6437,2,9,7,2,15,112,2020-05-23 09:15:00
6,6438,2,8,8,2,29,25,2020-05-23 09:15:00
6,6439,2,1,1,2,16,8,2020-05-23 09:15:00
6,6440,5,1,0,5,55,80,2020-05-23 09:15:00
6,6531,4,11,7,4,51,222,2020-05-23 09:15:00
6,6532,2,0,0,2,26,43,2020-05-23 09:15:00
6,6533,3,0,0,3,16,44,2020-05-23 09:15:00
6,6534,3,1,1,3,43,138,2020-05-23 09:15:00
6,6535,4,1,0,4,26,14,2020-05-23 09:15:00
6,6611,6,1,1,6,45,145,2020-05-23 09:15:00
6,6631,4,3,2,4,20,60,2020-05-23 09:15:00
6,6632,3,0,0,3,29,47,2020-05-23 09:15:00
6,6633,4,0,0,4,20,21,2020-05-23 09:15:00
6,6634,3,2,1,3,31,20,2020-05-23 09:15:00
6,6635,7,1,0,7,42,86,2020-05-23 09:15:00
6,6636,3,0,0,3,41,17,2020-05-23 09:15:00
7,7111,5,0,0,4,54,60,2020-05-23 09:15:00
7,7131,2,1,0,2,7,18,2020-05-23 09:15:00
7,7132,2,0,0,2,16,5,2020-05-23 09:15:00
7,7133,4,0,0,4,28,24,2020-05-23 09:15:00
7,7134,2,0,0,2,17,11,2020-05-23 09:15:00
7,7135,2,0,0,2,13,4,2020-05-23 09:15:00
7,7137,4,0,0,4,28,18,2020-05-23 09:15:00
7,7138,5,0,0,5,31,47,2020-05-23 09:15:00
7,7140,2,0,0,2,7,7,2020-05-23 09:15:00
7,7141,5,2,1,5,27,20,2020-05-23 09:15:00
7,7143,4,0,0,4,16,22,2020-05-23 09:15:00
7,7211,4,0,0,3,49,70,2020-05-23 09:15:00
7,7231,2,0,0,2,21,10,2020-05-23 09:15:00
7,7232,2,0,0,2,7,12,2020-05-23 09:15:00
7,7233,2,0,0,2,14,2,2020-05-23 09:15:00
7,7235,2,0,0,2,4,9,2020-05-23 09:15:00
7,7311,1,0,0,1,8,16,2020-05-23 09:15:00
7,7312,1,4,2,1,64,111,2020-05-23 09:15:00
7,7313,3,0,0,2,13,11,2020-05-23 09:15:00
7,7314,4,0,0,4,58,72,2020-05-23 09:15:00
7,7315,2,2,2,2,55,84,2020-05-23 09:15:00
7,7316,1,0,0,1,11,10,2020-05-23 09:15:00
7,7317,1,0,0,1,8,8,2020-05-23 09:15:00
7,7318,3,2,2,2,11,26,2020-05-23 09:15:00
7,7319,1,1,0,1,4,27,2020-05-23 09:15:00
7,7320,1,0,0,1,7,7,2020-05-23 09:15:00
7,7331,1,0,0,1,4,4,2020-05-23 09:15:00
7,7332,2,1,1,2,9,9,2020-05-23 09:15:00
7,7333,2,0,0,2,7,5,2020-05-23 09:15:00
7,7334,2,0,0,2,23,6,2020-05-23 09:15:00
7,7335,1,0,0,1,9,5,2020-05-23 09:15:00
7,7336,1,0,0,1,2,14,2020-05-23 09:15:00
7,7337,2,0,0,2,10,7,2020-05-23 09:15:00
7,7339,2,7,6,2,14,14,2020-05-23 09:15:00
7,7340,1,0,0,1,7,2,2020-05-23 09:15:00
8,8111,11,10,6,10,244,278,2020-05-23 09:15:00
8,8115,4,3,0,4,27,30,2020-05-23 09:15:00
8,8116,6,5,3,4,52,43,2020-05-23 09:15:00
8,8117,4,2,1,3,31,44,2020-05-23 09:15:00
8,8118,5,14,8,4,136,80,2020-05-23 09:15:00
8,8119,2,9,2,2,64,45,2020-05-23 09:15:00
8,8121,1,9,4,1,27,41,2020-05-23 09:15:00
8,8125,2,3,1,2,13,41,2020-05-23 09:15:00
8,8126,1,0,0,1,4,8,2020-05-23 09:15:00
8,8127,2,1,1,2,15,32,2020-05-23 09:15:00
8,8128,3,4,3,3,33,35,2020-05-23 09:15:00
8,8135,1,0,0,1,7,17,2020-05-23 09:15:00
8,8136,3,2,2,3,27,24,2020-05-23 09:15:00
8,8211,2,0,0,1,13,11,2020-05-23 09:15:00
8,8212,4,0,0,4,68,103,2020-05-23 09:15:00
8,8215,3,3,2,3,18,48,2020-05-23 09:15:00
8,8216,2,0,0,2,1,14,2020-05-23 09:15:00
8,8221,6,11,7,6,108,221,2020-05-23 09:15:00
8,8222,5,7,6,3,32,110,2020-05-23 09:15:00
8,8225,3,0,0,3,8,7,2020-05-23 09:15:00
8,8226,4,3,0,4,9,32,2020-05-23 09:15:00
8,8231,2,3,2,2,37,36,2020-05-23 09:15:00
8,8235,2,2,1,2,14,8,2020-05-23 09:15:00
8,8236,2,0,0,2,5,13,2020-05-23 09:15:00
8,8237,1,0,0,1,6,8,2020-05-23 09:15:00
8,8311,4,8,4,4,37,143,2020-05-23 09:15:00
8,8315,4,0,0,4,51,76,2020-05-23 09:15:00
8,8316,3,1,1,3,3,31,2020-05-23 09:15:00
8,8317,6,4,1,6,80,40,2020-05-23 09:15:00
8,8325,2,3,2,2,5,11,2020-05-23 09:15:00
8,8326,5,10,1,2,42,58,2020-05-23 09:15:00
8,8327,1,2,2,1,5,9,2020-05-23 09:15:00
8,8335,7,0,0,6,25,66,2020-05-23 09:15:00
8,8336,1,2,1,1,6,15,2020-05-23 09:15:00
8,8337,2,2,2,2,8,30,2020-05-23 09:15:00
8,8415,2,1,1,1,18,30,2020-05-23 09:15:00
8,8416,5,9,9,2,26,99,2020-05-23 09:15:00
8,8417,1,7,4,1,10,20,2020-05-23 09:15:00
8,8421,3,3,2,3,69,86,2020-05-23 09:15:00
8,8425,2,1,0,2,22,8,2020-05-23 09:15:00
8,8426,1,2,0,1,16,11,2020-05-23 09:15:00
8,8435,3,1,1,3,40,34,2020-05-23 09:15:00
8,8436,5,3,2,4,16,45,2020-05-23 09:15:00
8,8437,2,1,1,2,14,13,2020-05-23 09:15:00
9,9161,2,5,0,1,11,45,2020-05-23 09:15:00
9,9162,28,66,48,25,241,540,2020-05-23 09:15:00
9,9163,1,2,1,1,40,30,2020-05-23 09:15:00
9,9171,3,0,0,2,6,31,2020-05-23 09:15:00
9,9172,3,2,2,3,4,22,2020-05-23 09:15:00
9,9173,2,2,2,2,11,17,2020-05-23 09:15:00
9,9174,1,3,3,1,42,26,2020-05-23 09:15:00
9,9175,1,1,1,1,10,10,2020-05-23 09:15:00
9,9176,3,4,2,3,20,55,2020-05-23 09:15:00
9,9177,1,0,0,1,10,17,2020-05-23 09:15:00
9,9178,1,0,0,1,8,16,2020-05-23 09:15:00
9,9179,1,0,0,1,5,10,2020-05-23 09:15:00
9,9180,1,0,0,1,23,48,2020-05-23 09:15:00
9,9181,1,0,0,1,6,4,2020-05-23 09:15:00
9,9182,1,0,0,1,21,9,2020-05-23 09:15:00
9,9183,1,0,0,1,14,15,2020-05-23 09:15:00
9,9184,2,0,0,2,9,9,2020-05-23 09:15:00
9,9185,3,2,1,2,7,10,2020-05-23 09:15:00
9,9186,1,1,0,1,6,7,2020-05-23 09:15:00
9,9187,5,9,5,5,24,44,2020-05-23 09:15:00
9,9188,5,4,4,5,50,39,2020-05-23 09:15:00
9,9189,3,4,3,2,17,44,2020-05-23 09:15:00
9,9190,3,0,0,3,24,20,2020-05-23 09:15:00
9,9261,5,1,1,3,28,52,2020-05-23 09:15:00
9,9262,2,1,1,2,14,17,2020-05-23 09:15:00
9,9263,1,2,1,1,15,28,2020-05-23 09:15:00
9,9271,2,3,1,2,10,25,2020-05-23 09:15:00
9,9272,2,0,0,2,11,11,2020-05-23 09:15:00
9,9273,3,0,0,3,23,10,2020-05-23 09:15:00
9,9274,1,2,0,1,5,5,2020-05-23 09:15:00
9,9275,1,6,2,1,1,17,2020-05-23 09:15:00
9,9276,2,1,1,2,15,10,2020-05-23 09:15:00
9,9277,1,3,1,1,27,8,2020-05-23 09:15:00
9,9278,2,1,0,2,19,4,2020-05-23 09:15:00
9,9279,2,2,1,2,5,14,2020-05-23 09:15:00
9,9361,1,1,1,1,14,12,2020-05-23 09:15:00
9,9362,4,27,21,4,94,198,2020-05-23 09:15:00
9,9363,1,6,3,1,20,65,2020-05-23 09:15:00
9,9371,1,2,1,1,6,8,2020-05-23 09:15:00
9,9372,1,0,0,1,7,10,2020-05-23 09:15:00
9,9373,1,1,1,1,5,25,2020-05-23 09:15:00
9,9375,2,5,5,2,3,11,2020-05-23 09:15:00
9,9376,4,0,0,4,29,22,2020-05-23 09:15:00
9,9461,4,1,0,1,30,30,2020-05-23 09:15:00
9,9462,5,0,0,2,23,44,2020-05-23 09:15:00
9,9464,1,0,0,1,10,32,2020-05-23 09:15:00
9,9471,2,0,0,2,11,7,2020-05-23 09:15:00
9,9472,1,0,0,1,8,1,2020-05-23 09:15:00
9,9474,2,0,0,2,6,19,2020-05-23 09:15:00
9,9475,2,0,0,2,11,10,2020-05-23 09:15:00
9,9476,1,1,1,1,6,9,2020-05-23 09:15:00
9,9477,1,0,0,1,13,25,2020-05-23 09:15:00
9,9478,2,4,1,2,15,15,2020-05-23 09:15:00
9,9479,2,0,0,2,15,5,2020-05-23 09:15:00
9,9561,2,2,2,2,14,17,2020-05-23 09:15:00
9,9562,3,5,4,3,41,132,2020-05-23 09:15:00
9,9563,2,1,0,2,21,32,2020-05-23 09:15:00
9,9564,8,5,4,6,95,145,2020-05-23 09:15:00
9,9565,1,0,0,1,3,4,2020-05-23 09:15:00
9,9571,3,1,1,3,15,16,2020-05-23 09:15:00
9,9572,1,1,0,1,2,4,2020-05-23 09:15:00
9,9574,3,0,0,3,9,14,2020-05-23 09:15:00
9,9575,3,1,0,2,21,50,2020-05-23 09:15:00
9,9576,1,0,0,1,5,6,2020-05-23 09:15:00
9,9577,2,1,1,2,4,12,2020-05-23 09:15:00
9,9661,1,7,5,1,17,45,2020-05-23 09:15:00
9,9662,2,2,1,2,5,46,2020-05-23 09:15:00
9,9663,3,7,7,3,62,99,2020-05-23 09:15:00
9,9671,1,0,0,1,0,7,2020-05-23 09:15:00
9,9672,4,0,0,4,10,46,2020-05-23 09:15:00
9,9673,1,1,0,1,46,127,2020-05-23 09:15:00
9,9674,2,0,0,2,8,9,2020-05-23 09:15:00
9,9675,1,0,0,1,4,7,2020-05-23 09:15:00
9,9676,1,0,0,1,5,9,2020-05-23 09:15:00
9,9677,1,0,0,1,2,7,2020-05-23 09:15:00
9,9678,2,0,0,2,4,4,2020-05-23 09:15:00
9,9679,1,0,0,1,8,4,2020-05-23 09:15:00
9,9761,3,0,0,2,37,112,2020-05-23 09:15:00
9,9762,1,0,0,1,11,20,2020-05-23 09:15:00
9,9763,1,1,1,1,6,25,2020-05-23 09:15:00
9,9764,1,0,0,1,12,19,2020-05-23 09:15:00
9,9771,2,2,2,2,11,15,2020-05-23 09:15:00
9,9772,2,0,0,2,9,4,2020-05-23 09:15:00
9,9773,2,0,0,2,7,17,2020-05-23 09:15:00
9,9774,4,0,0,4,27,44,2020-05-23 09:15:00
9,9775,2,4,0,2,13,7,2020-05-23 09:15:00
9,9776,2,0,0,2,7,8,2020-05-23 09:15:00
9,9777,2,0,0,2,8,13,2020-05-23 09:15:00
9,9778,2,0,0,2,8,13,2020-05-23 09:15:00
9,9779,3,0,0,3,17,17,2020-05-23 09:15:00
9,9780,1,1,1,1,28,8,2020-05-23 09:15:00
